sentId,sentence
xylitol_3_1,Let large abscessed area on one side and red raw eaten up area on the other side.
xylitol_3_2,Something nasty is in them to eat my gums.
xylitol_3_3,This wasn't listed as a possible side effect yet I see others having issues as well.
xylitol_3_4,I just read here about several people developing a cough.
xylitol_3_6,Didn't think it could be from the melts.
xylitol_3_7,Throat is sore as well on one side.
xylitol_4_0,I suffer from dry mouth.
xylitol_4_1,I can't use this product it causes gastric upset.
yarrow_1_0,"I made a tincture out of yarrow and vodka and when taken when sick, greatly reduces the discomfort/duration of colds."
yarrow_1_1,"When taken at night, you sleep better and have a lot more energy the next day."
yarrow_1_2,"I've also used it mixed with plantain, olive oil(steeped for 30 days) and beeswax as a salve."
yarrow_1_3,Stops most bleeding in 30 seconds or so.
yarrow_1_4,Can be packed in deep open wounds to stop bleeding and prevent infection.
yarrow_1_5,WARNING: Looks very similar to poison hemlock.
yarrow_1_6,"If you are not sure of your plant, only buy from reputable source."
yarrow_1_7,This plant has done wonders for me.
yarrow_1_8,I am fairly allergic to ragweed but this has given me no problems.
yarrow_2_0,Yarrow and peppermint take care of the flu very fast.
yarrow_2_1,Externally I have used it to great effect with bleeding wounds.
yarrow_2_2,There is a fair chance of allergic reaction though so try small amounts first.
yarrow_3_0,"it worked great, the use is not strong so i use small doses."
yarrow_3_1,this is recommended for the people with the same use.
yarrow_3_2,"do not take to much, ask a doctor before use.younger children should not use therefor they also probably don't need it anyway."
yarrow_3_3,But i found great use for yarrow
yellow-dock_1_0,Soreness of throat and hoarseness.
yellow-dock_2_0,"I take yellow dock and olive leaf extract three times daily for inflammation, until the swelling goes down."
yellow-dock_2_1,"Recently, I took them when my whole body was achy and creaky-like."
yellow-dock_3_0,"Took it for lack of energy, possibly due to low iron."
yellow-dock_3_1,"Took it last night and today, for the first time in over a week, I've felt energetic and have much higher morale."
yellow-dock_4_0,"I gave it to my husband to reduce inflammation from a sprained ankle (grade 2), along with Turmeric essential oil."
yellow-dock_4_1,It reduced the swelling so fast.
yellow-dock_4_3,"Most notably, he never missed a day of work!"
yellow-dock_5_0,So far it has been working in one more week i'll know for sure
yerba-mansa_1_0,"Any health issues, I have found it to help!"
yerba-mansa_1_1,I cannot stop to share info.
yerba-mansa_2_0,My family has used this herb for generations.
yerba-mansa_2_1,"We make a ""Tea"" out of it - allowing the herb to steep overnight."
yerba-mansa_2_2,We drink only one shot glass per day.
yerba-mansa_2_3,We use for general tonic.
yerba-mansa_2_4,And we have always had good results in improving overall health.
yerba-mansa_3_1,If you are in New Mexico I would suggest looking up Cindy and Dallas over in Anamis Creek.
yerba-mansa_3_2,They helped me with many homeopathic treatments.
yerba-mate_1_0,Yerba mate isn't a treatment!
yerba-mate_1_1,It's a delicious tea/ medicine that does only good and not bad!
yerba-mate_1_2,"The use of the word ""chemicals"" when speaking of mate is completely incorrect, as real Yerba mate does not contain chemicals."
yerba-mate_1_3,"Yes it has a naturally occurring caffeine within the plant, but any chemicals found after have been 100% added by man."
yerba-mate_1_4,"I've been drinking Yerba mate for over 5 years, I buy it by the case from South America."
yerba-mate_1_5,I quit drinking coffee because of how I felt while and after drinking it.
yerba-mate_1_6,Coffee gave me the worst gut rot and stomach aches imaginable.
yerba-mate_1_7,"Yerba does your body good, and the best thing about it is how much water you are also giving your body whilst drinking it."
yerba-mate_1_9,"I love the taste too, it really grows on you."
yerba-mate_2_0,I have felt a huge boost in my energy and mood since my first cup of the tea.
yerba-mate_2_1,"No shakiness, and sleep has been as sound as ever."
yerba-mate_2_2,"The taste is pretty good, and the results are immediate."
yerba-mate_3_0,"been drinking mate all my years and it is so healthy,beneficial, good."
yerba-mate_4_0,I began drinking Yerba Mate because I had been informed of the tremendous health benefits!
yerba-mate_4_1,"Since adding Yerba Mate to me diet, I have lost 45 pounds, have increased energy levels, and feel mentally sharper!"
yerba-mate_4_2,I strongly suggest if you are looking to make a positive and productive lifestyle change to give Yerba Mate a try!
yerba-mate_5_0,"I Hve Hashimoto's HypoThyroiditis, therefore I feel fatigued, low energy, after driking this tea."
yerba-mate_5_1,"I feel energized better mood, I feel happy, and no longer feel sleepy and sleep well at night."
yerba-mate_5_2,This is far better than drinking coffee as coffee has NO nutrional value.
yerba-santa_1_0,I have rheumatoid arthritis and am sensitive to drugs and commercial supplements.
yerba-santa_1_1,I therefore make use of herbal teas.
yerba-santa_1_2,I have had some chronic bronchial irritation.
yerba-santa_1_3,"I have used yerba santa in a tea which i put together myself containing  equal parts yerba santa leaf, marshmallow leaf and marshmallow flowers."
yerba-santa_1_4,I have used it for a couple of weeks at one teaspoon in 500ml of water made as a hot tea.
yerba-santa_1_5,I am finding that the irritation has decreased and that some minor expectoration (as opposed to a dry feeling in my chest) is occurring.
yerba-santa_1_6,It also seems to help me sleep (perhaps by decreasing excretion of lithium??).
yerba-santa_1_7,I am very happy with this result and intend to keep this in my supply of herbal teas.
yerba-santa_2_0,I have used yerba santa as a tea for years to help break up congestion in the chest and expel mucus.
yerba-santa_3_0,Upper respiratory congestion and asthma brought me to the herbalist for results when other preparations tended to raise my blood pressure.
yerba-santa_3_1,"Plant is pleasant taken as tisane or tincture, I've found it effective."
yerba-santa_4_1,"It acted as an expectorant, and in short order, about a day, I was free of symptoms."
yerba-santa_4_2,I harvested the leaves form a local patch.
yerba-santa_4_3,"Having collected it, I have given it to friends with instructions, including adding a bit of honey if they don't like the flavor."
yerba-santa_4_4,Reports have been consistently good.
yerba-santa_5_1,"I don't do well with pain, but after I did this I was able to eat again for the first time in 3 days."
yerba-santa_5_2,"I am now a firm believer in home home remedies, I hope this can help some one :) <3"
yew_1_0,I don't know about the poison part of yew.
yew_1_1,I take Vital Yew to control my uterus lining from growing and to prevent breast cancer.
yew_1_2,I'm not sure about what the poison part is all about.
yew_1_3,"If you have information please email me at <a href=""/cdn-cgi/l/email-protection"" class=""__cf_email__"" data-cfemail=""deada4abb5babfa8b7ad9ebfb1b2f0bdb1b3"">[email protected]</a>/  I hope I'm not poisoning myself."
yew_1_4,My uterus grew thick 3 times..I took yew all times and then stopped...it grew thick again.
yew_1_5,Now I have taken it for many years.
yew_2_1,"I took nine capsules a day, from Mountana Yew Company, ordered and they mail to me."
yew_2_2,I will continue to take the yew and other supplements.
ylang-ylang-oil_1_0,I use a small amount mixed with coconut oil on the bottom of my feet to help me sleep at night.
ylang-ylang-oil_3_0,I have heart palpitations from mitral prolapse and didn't believe it would work but someone gave me a sample...it's great.
ylang-ylang-oil_3_1,I now use it twice a day applied topically to my chest.
ylang-ylang-oil_3_2,the palpitations have greatly improved and I also sleep better than I have in years.
yogurt_2_0,eat a small one every day if possible
yogurt_5_0,I recently had hip replacement surgery and MRSA got into the pelvic and femoral bone.
yogurt_5_1,I had to take an IV anti-biotic daily infusion for 12 weeks.
yogurt_5_2,In 2003 I had gastric bypass R - Y procedure which has left an apron of sagging skin below my umbilical chord.
yogurt_5_3,The anti-biotic was very strong.
yogurt_5_4,It not only killed the MRSA bacteria but it killed off the good bacteria.
yogurt_5_5,I contracted a nasty yeast infection.
yogurt_5_7,Prescribed Nystop powder but it didn't do the job.
yogurt_5_8,I applied Vagisil Ultra to relieve the burning and itch.
yogurt_5_9,I also started a daily regimen of Active culture yogurt and have begun to notice relief.
yogurt_5_10,The other help in treatment is keeping the affected area as dry as possible.
yogurt_5_11,Just wish my CIGNA Plus health insurance would cover the removal of the skin apron.
yohimbe_1_0,"The day  I first took this Irwin Yohimbe Plus I got violently sick, vomiting, dierea, uncontrollable shaking"
yohimbe_2_1,I felt like I was having an anxiety attack without a reason.
yohimbe_2_2,I'll try this again in a few days.
yohimbe_2_4,I'm still awake and its 3:04.
yohimbe_2_5,I'll have to call off in a few hours.
yohimbe_2_6,I'll have to talk to GNC to see if they have those drops an earlier post mentioned.
yohimbe_2_7,I took the 450 pill
yohimbe_5_0,"While it did work to provide a better erection, the side effects were not worth the benefit."
yohimbe_5_2,and I felt queasy - not a good way to feel if you are planning to have sex soon.
yohimbe_5_3,This feeling lasted for over 10 hours.
yohimbe_5_4,I took it around 4 PM and could not go to sleep until after 3 AM.
yohimbe_5_5,The next day I felt exhausted and my stomach still felt uneasy.
yohimbe_5_6,"I will say that it does help with getting a better erection, but the side effects are not good."
yohimbe_5_7,It might be okay to take if you are in a situation where you absolutely must stay awake for an extended period of time.
yohimbe_5_8,"However, I will not be using this product again."
yucca_1_0,Personally I have had better results with yucca than I did with any over the counter or prescription meds.
yucca_1_1,No side effects at all.
yucca_2_0,"Used for knee and joint pain,,,also have uc."
yucca_3_0,Some people say it doesn't work.
yucca_3_1,I found Yucca to be extremely helpful with my severe arthritis.
yucca_3_2,I also give to my old dog & it helps her very much.
yucca_3_3,"Yucca, combined with Cat's Claw, is a winning combination for pain and stiffness."
yucca_3_4,I'll never be without it.
yucca_5_0,I was using prescription pain pills for lupis and arthritis and am concerned about the side effects so  decided to  give this a try.
yucca_5_1,"Two weeks in, I am experiencing much less pain and no side effects."
yucca_5_2,I take 2 in morning and one after dinner.
yucca_5_3,Also have high cholesterol so am anxous to see if this makes a difference.
zedoary_4_0,"I just started taking Okinawa Life, inwhich Zedoary root is the main ingredient."
zedoary_4_1,"The instructions say to take five pills in the morning, I took two pills at night."
zedoary_4_2,"I noticed dizziness, light headedness."
zedoary_4_3,I am not sure if it was from the pills or not.
zedoary_4_4,"I did not take another dose, but will take one pill this morning as a test."
zinc_1_0,I'd asked my spouse to pick up a bottle of 15 mg of zinc.
